,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
13337,College,Food preparation and serving related occupations,12.168022859934688,70127.0390625,Asian,Female,South,25-35 yr,"Foreign born, not a US citizen"
13338,College,Sales and related occupations,17.995476449171974,30915.8193359375,Asian,Male,South,25-35 yr,"Foreign born, not a US citizen"
13339,Advanced,Production occupations,27.0,18607.751953125,Black,Female,South,55-65 yr,"Native, born in US"
13340,Some college,Office and administrative support occupations,40.0,15557.96875,White,Female,South,<25 yr,"Foreign born, not a US citizen"
13341,Some college,Sales and related occupations,38.65643620302976,48164.8154296875,White,Male,South,55-65 yr,"Foreign born, not a US citizen"
13342,High school,Sales and related occupations,14.300000190734863,13719.515625,White,Female,South,45-55 yr,"Foreign born, not a US citizen"
13343,Some college,Community and social service occupations,28.845998764038086,15272.177734375,Black,Male,South,65+ yr,"Native, born in US"
13344,High school,Construction and extraction occupations,39.0,16295.6904296875,Asian,Male,South,45-55 yr,"Native, born abroad with American parent(s)"
13345,College,Architecture and engineering occupations,52.10026751453958,41260.96875,Asian,Female,South,35-45 yr,"Native, born in US"
13346,Some college,Management occupations,36.32466506958008,11763.99609375,Black,Female,Northeast,55-65 yr,"Native, born in US"
13347,High school,Healthcare support occupations,9.399999618530273,14699.158203125,Asian,Female,Northeast,55-65 yr,"Foreign born, not a US citizen"
13348,High school,Production occupations,13.5,14134.4228515625,White,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13349,Less than high school,Production occupations,13.5,11591.373046875,White,Male,Northeast,55-65 yr,"Foreign born, not a US citizen"
13350,High school,Food preparation and serving related occupations,23.084441917428375,18975.712890625,White,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13351,Less than high school,Business and financial operations occupations,24.859268188476562,13468.2490234375,Multiple races,Female,Northeast,55-65 yr,"Native, born abroad with American parent(s)"
13352,College,Management occupations,27.338760316394993,37741.4853515625,Black,Male,Northeast,25-35 yr,"Native, born in US"
13353,Less than high school,Protective service occupations,12.40381334574196,35095.226318359375,White,Female,Northeast,<25 yr,"Native, born in US"
13354,Less than high school,Protective service occupations,13.03798259882125,91167.2353515625,White,Male,Northeast,<25 yr,"Native, born in US"
13355,Advanced,Healthcare practitioner and technical occupations,42.76569122699694,74890.50219726562,Asian,Male,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13356,Advanced,Office and administrative support occupations,21.899999618530273,14000.626953125,Hispanic,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13357,College,Legal occupations,140.1122283935547,12130.3671875,White,Male,Northeast,45-55 yr,"Native, born in US"
13358,High school,Personal care and service occupations,10.0,13652.794921875,Asian,Female,Northeast,25-35 yr,"Native, born in US"
13359,College,Management occupations,98.9652429996148,25120.75,Asian,Male,Northeast,25-35 yr,"Foreign born, naturalized US citizen"
13360,Some college,Community and social service occupations,20.978212491975498,27740.96484375,Black,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13361,Some college,Healthcare practitioner and technical occupations,27.95193954420737,67475.7900390625,Black,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13362,College,Community and social service occupations,33.429600036714234,32538.404296875,Asian,Female,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
13363,College,"Life, physical, and social science occupations",28.825000762939453,12195.9130859375,Asian,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13364,Some college,Office and administrative support occupations,24.024999618530273,14061.1142578125,Hispanic,Male,Northeast,35-45 yr,"Foreign born, not a US citizen"
13365,College,Sales and related occupations,11.624581447060125,97998.375,Asian,Male,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13366,College,Office and administrative support occupations,51.84614097903123,86319.51171875,Asian,Female,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13367,College,Transportation and material moving occupations,13.0,12768.794921875,Hispanic,Female,Northeast,45-55 yr,"Native, born in Puerto Rico or other US island areas"
13368,Advanced,"Life, physical, and social science occupations",48.07674789428711,10242.7734375,White,Female,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13369,Advanced,Community and social service occupations,65.68532054829998,80720.76953125,White,Female,Northeast,65+ yr,"Native, born in US"
13370,College,Office and administrative support occupations,28.845998764038086,16944.484375,Asian,Female,Northeast,25-35 yr,"Native, born abroad with American parent(s)"
13371,High school,Legal occupations,33.167060320892126,13603.06005859375,White,Male,Northeast,45-55 yr,"Native, born in US"
13372,College,Business and financial operations occupations,33.84085657352141,73605.595703125,Asian,Male,Northeast,35-45 yr,"Native, born in US"
13373,Advanced,Management occupations,79.76769671103284,37110.912109375,Asian,Female,Northeast,25-35 yr,"Foreign born, not a US citizen"
13374,High school,Protective service occupations,11.75,10417.1650390625,Black,Male,Northeast,55-65 yr,"Native, born in US"
13375,Advanced,Business and financial operations occupations,53.16222381591797,13063.724609375,White,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13376,Advanced,Legal occupations,80.94984436035156,11403.3359375,White,Female,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13377,Advanced,Architecture and engineering occupations,57.67499923706055,13583.4541015625,Asian,Female,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13378,Advanced,"Life, physical, and social science occupations",102.11163789584832,67848.830078125,Asian,Male,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
13379,Advanced,Food preparation and serving related occupations,24.024999618530273,14272.97265625,Asian,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
13380,Some college,Food preparation and serving related occupations,15.5,12549.7890625,Asian,Female,Northeast,<25 yr,"Foreign born, naturalized US citizen"
13381,High school,Management occupations,28.498121741193902,51904.27685546875,White,Female,Northeast,<25 yr,"Native, born in US"
13382,Advanced,"Education, training, and library occupations",33.17300033569336,13365.8193359375,Hispanic,Male,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
13383,High school,Personal care and service occupations,2.0,13812.97265625,White,Female,Northeast,<25 yr,"Native, born abroad with American parent(s)"
13384,College,"Arts, design, entertainment, sports, and media occupations",17.0,11299.69921875,Black,Female,Northeast,35-45 yr,"Foreign born, not a US citizen"
13385,Some college,Construction and extraction occupations,24.0,11213.654296875,White,Male,Northeast,35-45 yr,"Foreign born, not a US citizen"
13386,College,Architecture and engineering occupations,37.06967010099616,51318.51171875,Black,Male,Midwest,25-35 yr,"Native, born in US"
13387,College,Office and administrative support occupations,22.482195823765768,66893.591796875,Black,Female,Midwest,35-45 yr,"Native, born in US"
13388,High school,Transportation and material moving occupations,20.359445877657194,119915.7734375,Black,Female,Midwest,25-35 yr,"Native, born in US"
13389,Less than high school,Production occupations,15.0,16494.8984375,Native American,Male,Midwest,45-55 yr,"Foreign born, not a US citizen"
13390,Less than high school,Food preparation and serving related occupations,11.0,38744.62109375,Native American,Male,Midwest,<25 yr,"Foreign born, not a US citizen"
13391,Advanced,"Arts, design, entertainment, sports, and media occupations",30.29841108367746,35085.7060546875,White,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13392,High school,Transportation and material moving occupations,15.934735121868158,23389.57373046875,Hispanic,Female,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13393,Advanced,Management occupations,93.40815734863281,16374.5927734375,Hispanic,Male,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13394,College,Architecture and engineering occupations,140.1122283935547,14779.740234375,White,Male,Midwest,55-65 yr,"Native, born abroad with American parent(s)"
13395,High school,Transportation and material moving occupations,17.0,20959.291015625,White,Male,Midwest,35-45 yr,"Foreign born, naturalized US citizen"
13396,Some college,Sales and related occupations,23.84600067138672,20537.705078125,Hispanic,Female,Midwest,25-35 yr,"Foreign born, not a US citizen"
13397,Some college,Business and financial operations occupations,34.21976762373603,27005.62939453125,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13398,College,Business and financial operations occupations,81.95188298106551,42386.873046875,Hispanic,Male,Midwest,45-55 yr,"Foreign born, not a US citizen"
13399,High school,"Farming, fishing, and forestry occupations",21.0,17692.169921875,Asian,Male,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13400,High school,Production occupations,18.670579445359955,51691.60546875,Asian,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13401,College,Management occupations,31.65153866543227,32764.4560546875,Asian,Male,Midwest,35-45 yr,"Native, born in US"
13402,College,Business and financial operations occupations,66.13432443860738,37168.5078125,Asian,Male,Midwest,25-35 yr,"Native, born in US"
13403,Some college,Protective service occupations,19.124392760580143,43841.037353515625,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13404,College,Healthcare practitioner and technical occupations,34.04660230556889,35770.03466796875,White,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13405,Advanced,Office and administrative support occupations,72.11524963378906,24329.84375,Hispanic,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13406,Advanced,"Life, physical, and social science occupations",121.42476654052734,18637.8046875,Hispanic,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13407,Some college,Construction and extraction occupations,32.21149826049805,19108.927734375,Black,Female,Midwest,45-55 yr,"Native, born in US"
13408,High school,Healthcare practitioner and technical occupations,48.5,16108.1630859375,Native American,Female,Midwest,55-65 yr,"Native, born in US"
13409,Less than high school,Office and administrative support occupations,14.0,21270.8515625,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13410,Advanced,Healthcare practitioner and technical occupations,40.0,15361.6865234375,Hispanic,Female,Midwest,45-55 yr,"Native, born in US"
13411,College,Architecture and engineering occupations,16.637500762939453,18024.87109375,Asian,Female,Midwest,<25 yr,"Native, born in US"
13412,Less than high school,Management occupations,9.649999618530273,24410.61328125,Hispanic,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13413,High school,Production occupations,14.300000190734863,19594.1640625,White,Female,Midwest,<25 yr,"Foreign born, naturalized US citizen"
13414,High school,Sales and related occupations,26.327499389648438,23988.556640625,White,Male,Midwest,<25 yr,"Foreign born, not a US citizen"
13415,Some college,Healthcare practitioner and technical occupations,24.0,14406.359375,White,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13416,High school,Architecture and engineering occupations,14.5,18221.587890625,Asian,Male,Midwest,25-35 yr,"Native, born in US"
13417,Some college,Community and social service occupations,19.83378572765922,31068.158203125,White,Female,Midwest,65+ yr,"Native, born in US"
13418,Some college,Healthcare support occupations,25.0,23023.669921875,Hispanic,Male,Midwest,55-65 yr,"Native, born in US"
13419,Some college,"Arts, design, entertainment, sports, and media occupations",33.04306602294088,26860.2216796875,White,Male,Midwest,65+ yr,"Native, born in US"
